"","X3","Predicted_Interest_Rate"
"1",47416907,16.0005259111853
"2",47034722,7.12401264410448
"4",47476932,16.0005259111853
"5",47346901,9.82042668340024
"6",47073801,13.5887168141596
"7",44316683,14.2202997123959
"8",46818598,9.82042668340024
"9",47416833,16.0005259111853
"10",47376870,7.12401264410448
"11",47161355,13.5887168141596
"12",47123755,9.82042668340024
"13",47103930,14.2202997123959
"14",47013371,20.3919898477152
"15",47143823,9.82042668340024
"16",47161046,7.12401264410448
"17",47160744,9.82042668340024
"18",47143830,18.0493541526158
"19",47034659,14.2202997123959
"20",47054406,16.0005259111853
"21",47103904,12.5157006116989
"22",46942579,18.0493541526158
"23",46942527,13.5887168141596
"24",47043446,12.5157006116989
"25",47160953,13.5887168141596
"26",46676772,16.0005259111853
"27",47083782,7.12401264410448
"29",47094813,18.0493541526158
"30",47073946,9.82042668340024
"31",47160578,20.3919898477152
"32",47103727,20.3919898477152
"33",47003880,12.5157006116989
"34",44235562,13.5887168141596
"35",46536208,13.5887168141596
"36",46909869,9.82042668340024
"37",46931319,12.5157006116989
"38",47023725,18.0493541526158
"39",47159936,9.82042668340024
"40",46932361,16.0005259111853
"41",47160122,9.82042668340024
"42",46964160,13.5887168141596
"43",47133194,13.5887168141596
"44",47064998,20.3919898477152
"45",47073892,13.5887168141596
"46",47023832,18.0493541526158
"47",47034350,16.0005259111853
"48",47034303,16.0005259111853
"49",46953397,9.82042668340024
"50",47159977,9.82042668340024
"51",21899151,14.2202997123959
"52",45250902,18.0493541526158
"53",46826268,20.3919898477152
"54",46825993,12.5157006116989
"55",46447441,14.2202997123959
"56",47094158,9.82042668340024
"57",47053251,23.4826421547666
"58",47083324,23.4826421547666
"59",47012114,7.12401264410448
"60",47073539,9.82042668340024
"61",47095032,7.12401264410448
"62",47043214,12.5157006116989
"64",46963853,12.5157006116989
"65",47159710,12.5157006116989
"66",46910703,7.12401264410448
"67",46983815,18.0493541526158
"68",46953305,14.2202997123959
"69",47033828,12.5157006116989
"70",47159712,20.3919898477152
"71",46993808,14.2202997123959
"72",47123265,9.82042668340024
"73",47159521,7.12401264410448
"74",47033887,12.5157006116989
"75",47073636,7.12401264410448
"76",46922497,13.5887168141596
"77",47159692,12.5157006116989
"78",46973841,9.82042668340024
"79",46963781,14.2202997123959
"81",46964082,7.12401264410448
"82",47123268,13.5887168141596
"83",47103604,12.5157006116989
"84",46151987,13.5887168141596
"85",46322138,18.0493541526158
"86",46596192,12.5157006116989
"87",46666319,13.5887168141596
"88",46973374,16.0005259111853
"89",47053602,7.12401264410448
"90",46932029,16.0005259111853
"91",47012702,18.0493541526158
"92",47083231,16.0005259111853
"93",47003313,14.2202997123959
"95",46983717,16.0005259111853
"96",46910266,16.0005259111853
"97",47103500,16.0005259111853
"98",46686643,14.2202997123959
"99",46982152,18.0493541526158
"100",46972514,9.82042668340024
"101",47082788,16.0005259111853
"102",47033597,7.12401264410448
"103",46942131,18.0493541526158
"104",47033607,16.0005259111853
"105",47113318,9.82042668340024
"106",46953178,13.5887168141596
"107",46910613,16.0005259111853
"108",46983750,7.12401264410448
"109",47033317,7.12401264410448
"111",47159133,16.0005259111853
"112",47033627,12.5157006116989
"113",47073538,16.0005259111853
"114",46983730,16.0005259111853
"115",46942118,9.82042668340024
"116",47113378,13.5887168141596
"117",47033656,12.5157006116989
"118",47064963,14.2202997123959
"119",1421342,9.82042668340024
"120",43428687,7.12401264410448
"121",44174841,7.12401264410448
"122",46112936,18.0493541526158
"123",46736638,12.5157006116989
"124",46675993,13.5887168141596
"125",46973731,14.2202997123959
"126",47158918,14.2202997123959
"127",47043104,12.5157006116989
"128",47083461,13.5887168141596
"129",47158823,16.0005259111853
"130",47103489,16.0005259111853
"131",47043114,20.3919898477152
"132",46983675,9.82042668340024
"133",46963498,18.0493541526158
"134",46953137,7.12401264410448
"135",46922226,13.5887168141596
"136",47158725,12.5157006116989
"137",47053849,9.82042668340024
"138",47158836,16.0005259111853
"139",47073238,7.12401264410448
"140",46953138,20.3919898477152
"141",47158192,16.0005259111853
"142",47158653,13.5887168141596
"143",46983689,14.2202997123959
